L2_orth,L2_latin,L2_en,L2_link,L2_ipa,L2_occurences,L2_certainty,L2_reconstructedness,L2_pos
𐌰𐌲𐌻𐌰𐌹𐍄𐌹𐍅𐌰𐌿𐍂𐌳𐍃,aglaitiwáurds,verbally_obscene,https://koeblergerhard.de/wikiling/?f=got&page=7,aɣlɛtɪwɔrds,0,certain,word,"Adj., a"
𐌰𐌲𐌻𐌹𐌸𐌰,agliþa,"pressure, trial, tribulation, trouble",https://koeblergerhard.de/wikiling/?f=got&page=7,aɣlɪθa,1,certain,form,"F., n"
𐌰𐌲𐌻𐌾𐌰𐌽,agljan,"harm, injure_the_health, be_physically_harmful_to, be_physiologically_injur>>>",https://koeblergerhard.de/wikiling/?f=got&page=7,aɣl̥j,1,certain,form,"V., v"
𐌰𐌲𐌻𐍉,aglō,"affliction, painfulness, tribulation",https://koeblergerhard.de/wikiling/?f=got&page=7,aɣlo,27,certain,not_reconstructed,"F., n"
𐌰𐌲𐌻𐍃,agls,"disgraceful, shameful",https://koeblergerhard.de/wikiling/?f=got&page=7,aɣl̥s,1,certain,form,"Adj., a"
𐌰𐌲𐌻𐌿𐌱𐌰,agluba,"arduously, with_unpleasant_difficulty",https://koeblergerhard.de/wikiling/?f=got&page=7,aɣluβa,2,certain,not_reconstructed,"Adv., r"
𐌰𐌲𐌻𐌿𐍃,aglus,"difficult, toilsome",https://koeblergerhard.de/wikiling/?f=got&page=7,aɣlus,1,certain,form,"Adj., a"
𐌰𐌲𐍂𐌰,agra,"pointed, sharp",https://koeblergerhard.de/wikiling/?f=got&page=8,aɣra,0,uncertain,word,"Adj., a"
𐌰𐌲𐍃,ags,"fearful, timid",https://koeblergerhard.de/wikiling/?f=got&page=8,aɣs,0,uncertain,word,"Adj., a"
𐌰𐌷𐌰,aha,"mental_faculty, mind, understanding, reason, source_of_thought",https://koeblergerhard.de/wikiling/?f=got&page=8,aha,6,certain,form,"M., n"
𐌰𐌷𐌰𐌺𐍃,ahaks,"dove, tame_white_dove, pigeon",https://koeblergerhard.de/wikiling/?f=got&page=8,ahaks,4,certain,not_reconstructed,"F., n"
𐌰𐌷𐌰𐌽𐌰,ahana,chaff,https://koeblergerhard.de/wikiling/?f=got&page=8,ahana,1,certain,not_reconstructed,"F., N., nn"
𐌰𐌷𐌾𐌰𐌽,ahjan,"assume, presume, think",https://koeblergerhard.de/wikiling/?f=got&page=8,ahj,1,certain,form,"V., v"
𐌰𐌷𐌼𐌰,ahma,spirit,https://koeblergerhard.de/wikiling/?f=got&page=8,ahma,155,certain,not_reconstructed,"M., n"
𐌰𐌷𐌼𐌰𐍄e𐌹𐌽𐍃,ahmateins,inspiration,https://koeblergerhard.de/wikiling/?f=got&page=8,ahmatins,1,certain,form,"F., n"
𐌰𐌷𐌼𐌰𐍄𐌾𐌰𐌽,ahmatjan,inspire,https://koeblergerhard.de/wikiling/?f=got&page=8,ahmatj,0,uncertain,word,"V., v"
𐌰𐌷𐌼e𐌹𐌽𐍃,ahmeins,spiritual,https://koeblergerhard.de/wikiling/?f=got&page=8,ahmins,13,certain,form,"Adj., a"
𐌰𐌷𐍃,ahs,ear_of_grain,https://koeblergerhard.de/wikiling/?f=got&page=8,ahs,2,certain,word,"Adj., a"
𐌰𐌷𐍃,ahs,"sensible, levelheaded",https://koeblergerhard.de/wikiling/?f=got&page=8,ahs,2,certain,word,"Adj., a"
𐌰𐌷𐍃𐌰,ahsa,"axis, axle, name_of_arune",https://koeblergerhard.de/wikiling/?f=got&page=8,ahsa,1,certain,form,"F., n"
𐌰𐌷𐍄𐌰𐌿,ahtau,eight,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtɔ,4,certain,not_reconstructed,"Num., r"
𐌰𐌷𐍄𐌰𐌿𐌳𐍉𐌲𐍃,ahtaudōgs,"of_eight_days, lasting_eight_days, octodiurnal",https://koeblergerhard.de/wikiling/?f=got&page=8,ahtɔðoɣs,1,certain,not_reconstructed,"Adj., a"
𐌰𐌷𐍄𐌰𐌿𐍄𐌰𐌹𐌷𐌿𐌽,ahtautaihun,eighteen,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtɔtɛhun,0,uncertain,word,"Num., r"
𐌰𐌷𐍄𐌰𐌿𐍄𐌴𐌷𐌿𐌽𐌳,ahtautēhund,eighty,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtɔtehund,2,certain,not_reconstructed,"Num., r"
𐌰𐌷𐍄𐌿𐌳𐌰,ahtuda,eighth,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtuða,1,certain,form,"Adj., a"
𐌰𐍈𐌰,aƕa,"flowing_body_of_water, river, stream, torrent",https://koeblergerhard.de/wikiling/?f=got&page=8,ahʷa,7,certain,not_reconstructed,"F., n"
𐌰𐌹𐌳𐍃,aids,fire,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛðs,0,uncertain,word,"M., n"
𐌰𐌹𐍆𐍆𐌰𐌸𐌰,aíffaþa,open_up,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɸɸaθa,1,certain,not_reconstructed,"V., v"
𐌰𐌹𐍆𐍂𐍃,aifrs,terrible,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɸr̥s,0,uncertain,word,"Adj., a"
𐌰𐌹𐌲𐌰𐌽,aigan,"have, own, possess",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɣ,32,certain,form,"V., v"
𐌰𐌹𐌲𐌹𐌽,aigin,"belongings, possessions, property",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɣɪn,6,certain,form,"N., n"
𐌰𐌹𐌲𐌹𐌽𐍉𐌽,aiginōn,"appropriate, make_one’s_own",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɣɪnon,0,uncertain,word,"V., v"
𐌰𐌹𐌲𐌹𐌽𐍃,aigins,of_one’s_own,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɣɪns,0,uncertain,word,"Adj., a"
𐌰𐌹𐌷𐍄𐍂,aihtr,"complaint, lament, request",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhtr,0,certain,word,"N., n"
𐌰𐌹𐌷𐍄𐍂𐍉𐌽,aihtrōn,"beg, pray, request_for_oneself, beseech, supplicate",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhtron,5,certain,not_reconstructed,"V., v"
𐌰𐌹𐌷𐍄𐍂𐍉𐌽𐍃,aihtrōns,"prayer, supplication",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhtrons,3,certain,form,"F., n"
𐌰𐌹𐌷𐍄𐍃,aihts,"belongings, property, possessions",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhts,2,certain,form,"F., n"
𐌰𐌹𐍈𐌰𐍄𐌿𐌽𐌳𐌹,aíƕatundi,"thornbush, bramble, prickly_bush",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhʷatundɪ,3,certain,form,"F., n"
𐌰𐌹𐍈𐍃,aíƕs,"horse, name_of_erune",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhʷs,1,certain,form,"M., n"
𐌰𐌹𐌺𐌰𐌽,aikan,speak,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛk,0,uncertain,word,"V., v"
𐌰𐌹𐌺𐌺𐌻e𐍃𐌾𐍉,aíkklesjō,"church, church_building, religious_congregation, house_of_god",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛkklesjo,42,certain,not_reconstructed,"F., n"
𐌰𐌹𐌺𐍃,aiks,oak,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛks,0,uncertain,word,"F., n"
𐌰𐌹𐌻𐍉e,aílōe,"eloi, my_god",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛloe,2,certain,not_reconstructed,"Interj., r"
𐌰𐌹𐌽𐌰𐌱𐌰𐌿𐍂,ainabaúr,"onlybegotten_one, onlyborn_one",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnaβɔr,1,certain,form,"Adj., M., an"
𐌰𐌹𐌽𐌰𐌷𐌰,ainaha,"only, sole",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnaha,3,certain,not_reconstructed,"Adj., a"
𐌰𐌹𐌽𐌰𐌺𐌻𐍃,ainakls,"alone, standing_alone, lonely, solitary",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnakl̥s,1,certain,form,"Adj., a"
𐌰𐌹𐌽𐌰𐌼𐌿𐌽𐌳𐌹𐌸𐌰,ainamundiþa,"onemindedness, unanimity",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnamundɪθa,3,certain,form,"F., n"
𐌰𐌹𐌽𐌰𐌼𐌿𐌽𐌳𐍃,ainamunds,"of_one_mind, unanimous",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnamunds,0,uncertain,word,"Adj., a"
𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐌰𐌱𐌰,ainfalþaba,"simply, candidly, wholeheartedly",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnɸalθaβa,1,certain,not_reconstructed,"Adv., r"
𐌰𐌹𐌽𐍆𐌰𐌻𐌸e𐌹,ainfalþei,"genuineheartedness, sincerity, simplicity",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnɸalθi,6,certain,form,"F., n"
𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐍃,ainfalþs,"in_one_piece, simple, single, whole",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnɸalθs,1,certain,form,"Adj., a"
𐌰𐌹𐌽𐍈𐌰𐍂𐌾𐌹𐌶𐌿𐌷,ainƕarjizuh,"each, each_one, everyone",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnhʷarjɪzuh,14,certain,not_reconstructed,"Pron., r"
𐌰𐌹𐌽𐍈𐌰𐌸𐌰𐍂𐌿𐌷,ainƕaþaruh,each_one_of_two,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnhʷaθaruh,1,certain,form,"Pron., r"
𐌰𐌹𐌽𐌻𐌹𐍆,ainlif,eleven,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnlɪɸ,2,certain,form,"Num., r"
𐌰𐌹𐌽𐍃,ains,"a, an, alone, one, once, only, single_one, someone, anyone",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛns,197,certain,not_reconstructed,"Adj., Num., ar"
𐌰𐌹𐌽𐍃𐌷𐌿𐌽,ainshun,"anyone, one, not_anyone, none",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnshun,75,certain,not_reconstructed,"Pron., r"
𐌰𐌹𐍀𐌹𐍃𐌺𐌰𐌿𐍀e𐌹,aípiskaúpei,"bishopric, episcopate, office_of_a_bishop",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪskɔpi,1,certain,form,"F., n"
𐌰𐌹𐍀𐌹𐍃𐌺𐌰𐌿𐍀𐌿𐍃,aípiskaúpus,bishop,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪskɔpus,3,certain,not_reconstructed,"M., n"
𐌰𐌹𐍀𐌹𐍃𐍄𐌰𐌿𐌻e,aípistaúle,"epistle, letter",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪstɔle,14,certain,not_reconstructed,"F., n"
𐌰𐌹𐍀𐌹𐍃𐍄𐌿𐌻𐌰,aipistula,"epistle, letter",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪstula,0,certain,form,"F., n"
𐌰𐌹𐍂,air,early,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛr,3,certain,not_reconstructed,"Adv., r"
𐌰𐌹𐍂𐌹𐌽𐍉𐌽,airinōn,"be_an_emissary, be_a_messenger, negotiate",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrɪnon,2,certain,form,"V., v"
𐌰𐌹𐍂𐌹𐍃,airis,much_earlier,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrɪs,2,certain,not_reconstructed,"Adv., Adj., ra"
𐌰𐌹𐍂𐌹𐌶𐌰,airiza,ancestor,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrɪza,4,certain,form,"M., n"
𐌰𐌹𐍂𐌺𐌽𐌹𐌸𐌰,aírkniþa,"genuineness, integrity, probity, purity, sincerity, unadulteratedness",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrknɪθa,21,certain,form,"F., n"
𐌰𐌹𐍂𐌺𐌽𐍃,aírkns,"holy, genuine, pure, sincere, unadulterated",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrkn̥s,1,certain,form,"Adj., a"
𐌰𐌹𐍂𐌼𐌰𐌽𐍃,airmans,"enormous, huge",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrmans,0,certain,word,"Adj., a"
𐌰𐌹𐍂𐌼𐌹𐌽𐍃,airmins,"enormous, huge",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrmɪns,0,certain,word,"Adj., a"
𐌰𐌹𐍂𐌸𐌰,aírþa,"earth, land",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθa,62,certain,not_reconstructed,"F., n"
𐌰𐌹𐍂𐌸𐌰𐌺𐌿𐌽𐌳𐍃,aírþakunds,"earthborn, of_earthly_descent, of_earthly_origin",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθakunds,1,certain,form,"Adj., a"
𐌰𐌹𐍂𐌸e𐌹𐌽𐍃,aírþeins,"of_earth, earthen, earthly",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθins,5,certain,not_reconstructed,"Adj., a"
𐌰𐌹𐍂𐌿𐍃,airus,"emissary, embassy, messenger",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrus,5,certain,not_reconstructed,"M., n"
𐌰𐌹𐍂𐌶e𐌹,aírzei,"delusion, error, misleading, heresy",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzi,2,certain,form,"F., n"
𐌰𐌹𐍂𐌶e𐌹𐍃,aírzeis,"deluded, erring, misled, deceived, in_error",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzis,4,certain,form,"Adj., a"
𐌰𐌹𐍂𐌶𐌹𐌸𐌰,aírziþa,"deception, deludedness, delusion",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzɪθa,2,certain,not_reconstructed,"F., n"
𐌰𐌹𐍂𐌶𐌾𐌰𐌽,aírzjan,"delude, mislead, seducer",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzj,4,certain,form,"V., v"
𐌰𐌹𐍃𐌺𐍉𐌽,aiskōn,"ask, ask_for, beg, demand, look_for",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛskon,0,uncertain,word,"V., v"
𐌰𐌹𐍃𐍄𐌰𐌽,aistan,"have_regard_for, have_respect_for, reverence",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛst,3,certain,form,"V., v"
𐌰𐌹𐌸e𐌹,aiþei,mother,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛθi,44,certain,not_reconstructed,"F., n"
𐌰𐌹𐌸𐍃,aiþs,oath,https://koeblergerhard.de/wikiling/?f=got&page=12,ɛθs,4,certain,form,"M., n"
𐌰𐌹𐌸𐌸𐌰𐌿,aíþþau,"and_as_an_alternative, alternatively, else, on_the_other_hand, or, otherwise",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛθθɔ,157,certain,not_reconstructed,"Konj., r"
𐌰𐌹𐍅,aiw,"ever, at_any_time",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛw,0,uncertain,word,"V., v"
𐌰𐌹𐍅𐌰𐌲𐌲𐌴𐌻𐌹,aíwaggēli,"evangel, gospel, good_tidings",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaŋɡelɪ,7,certain,form,"N., n"
𐌰𐌹𐍅𐌰𐌲𐌲𐌴𐌻𐌹𐍃𐍄𐌰,aíwaggēlista,evangelist,https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaŋɡelɪsta,3,certain,not_reconstructed,"M., n"
𐌰𐌹𐍅𐌰𐌲𐌲𐌴𐌻𐌾𐌰𐌽,aíwaggēljan,"evangelize, spread_the_gospel",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaŋɡelj,1,certain,form,"V., v"
𐌰𐌹𐍅𐌰𐌲𐌲𐌴𐌻𐌾𐍉,aíwaggēljō,"evangel, gospel, good_tidings",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaŋɡeljo,49,certain,not_reconstructed,"F., n"
𐌰𐌹𐍅e𐌹𐌽𐍃,aiweins,"eternal, everlasting",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwins,33,certain,form,"Adj., a"
𐌰𐌹𐍅𐌹𐍃𐌺𐌹,aiwiski,"shame, disgrace",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwɪskɪ,2,certain,form,"N., n"
𐌰𐌹𐍅𐌹𐍃𐌺𐍉𐌽,aiwiskōn,"behave_disgracefully, treat_shamefully",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwɪskon,1,certain,form,"V., v"
𐌰𐌹𐍅𐌹𐍃𐌺𐍃,aiwisks,"disgraceful, shameful",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwɪsks,0,uncertain,word,"Adj., a"
𐌰𐌹𐍅𐌻𐌰𐌿𐌲𐌹𐌰,aíwlaúgia,"blessing, benefaction, charitable_contribution, gift, donation",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwlɔɣɪa,1,certain,form,"M., n"
𐌰𐌹𐍅𐍃,aiws,"age, eternity, all_time",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛws,51,certain,form,"M., n"
𐌰𐌹𐍅𐍇𐌰𐍂𐌹𐍃𐍄𐌹𐌰,aíwxaristia,"thanksgiving, prayer_of_thanksgiving",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwxarɪstɪa,1,certain,form,"F., n"
𐌰𐌹𐌶,aiz,"brass, bronze, copper, copper_coin",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛz,1,certain,form,"N., n"
𐌰𐌹𐌶𐌰,aiza,"honour, inhibition, respect",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛza,0,certain,word,"F., n"
𐌰𐌹𐌶𐌰𐍃𐌼𐌹𐌸𐌰,aizasmiþa,"coppersmith, worker_in_bronze",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛzasmɪθa,1,certain,not_reconstructed,"M., n"
𐌰𐌾𐌿𐌺𐌳𐌿𐌸𐍃,ajukdūþs,eternity,https://koeblergerhard.de/wikiling/?f=got&page=12,ajukduθs,3,certain,form,"F., n"
𐌰𐌾𐌿𐌺𐍃,ajuks,eternal,https://koeblergerhard.de/wikiling/?f=got&page=12,ajuks,0,uncertain,word,"Adj., a"
𐌰𐌺,ak,"but, on_the_contrary, however, but_rather",https://koeblergerhard.de/wikiling/?f=got&page=13,ak,284,certain,not_reconstructed,"Konj., r"
𐌰𐌺𐌰𐌽,akan,"drive, go, pull",https://koeblergerhard.de/wikiling/?f=got&page=13,ak,0,uncertain,word,"V., v"
𐌰𐌺e𐌹,akei,"but, despite_this, nevertheless",https://koeblergerhard.de/wikiling/?f=got&page=13,aki,99,certain,not_reconstructed,"Konj., r"
𐌰𐌺𐌴𐍄,akēt,"vinegar, wine_vinegar, sour_wine",https://koeblergerhard.de/wikiling/?f=got&page=13,aket,2,certain,form,"M., N., nn"
𐌰𐌺e𐌹𐍄,akeit,"vinegar, wine_vinegar, sour_wine",https://koeblergerhard.de/wikiling/?f=got&page=13,akit,0,certain,form,"M., N., nn"
𐌰𐌺𐍂𐌰𐌽,akran,"fruit, results",https://koeblergerhard.de/wikiling/?f=got&page=13,akran,42,certain,not_reconstructed,"N., n"
𐌰𐌺𐍂𐌰𐌽𐌰𐌻𐌰𐌿𐍃,akranalaus,"fruitless, unfruitful, without_fruit",https://koeblergerhard.de/wikiling/?f=got&page=13,akranalɔs,1,certain,not_reconstructed,"Adj., a"
𐌰𐌺𐍂𐍃,akrs,"field, open_land",https://koeblergerhard.de/wikiling/?f=got&page=13,akr̥s,6,certain,not_reconstructed,"M., n"
𐌰𐌻𐌰,ala,"all, the_entire, the_whole",https://koeblergerhard.de/wikiling/?f=got&page=13,ala,0,uncertain,word,"Adj., a"
𐌰𐌻𐌰𐌱𐌰𐌻𐍃𐍄𐍂𐌰𐌿𐌽,alabalstraún,alabaster_flask,https://koeblergerhard.de/wikiling/?f=got&page=13,alaβalstrɔn,1,certain,form,"N., n"
𐌰𐌻𐌰𐌱𐍂𐌿𐌽𐍃𐍄𐍃,alabrunsts,"burnt_offering, entirety_burning",https://koeblergerhard.de/wikiling/?f=got&page=13,alaβrunsts,1,certain,form,"F., n"
𐌰𐌻𐌰𐌺𐌾𐌹𐍃,alakjis,"whole, entire",https://koeblergerhard.de/wikiling/?f=got&page=13,alakjɪs,0,uncertain,word,"Adj., a"
𐌰𐌻𐌰𐌺𐌾𐍉,alakjō,"all, all_inclusively, to_a_man, all_together",https://koeblergerhard.de/wikiling/?f=got&page=13,alakjo,5,certain,not_reconstructed,"Adv., r"
𐌰𐌻𐌰𐌼𐌰𐌽𐍃,alamans,"all_humanity, totality_of_man, entirety_of_mankind",https://koeblergerhard.de/wikiling/?f=got&page=13,alamans,1,certain,form,"M., n"
𐌰𐌻𐌰𐌼𐌰𐌽𐌽𐌰𐌽𐍃,alamannans,"all_humanity, totality_of_man, entirety_of_mankind",https://koeblergerhard.de/wikiling/?f=got&page=13,alamannans,0,certain,form,"M., n"
𐌰𐌻𐌰𐌽,alan,"grow_on, feed_on",https://koeblergerhard.de/wikiling/?f=got&page=13,al,1,certain,form,"V., v"
𐌰𐌻𐌰𐌸𐌰𐍂𐌱𐌰,alaþarba,"thoroughly_destitute, totally_in_need, in_complete_privation",https://koeblergerhard.de/wikiling/?f=got&page=13,alaθarba,1,certain,not_reconstructed,"Adj., a"
𐌰𐌻𐌰𐌿𐌳𐍃,alauds,property,https://koeblergerhard.de/wikiling/?f=got&page=13,alɔðs,0,uncertain,word,"M., N., nn"
𐌰𐌻𐌱𐍃,albs,"demon, elf",https://koeblergerhard.de/wikiling/?f=got&page=13,albs,0,certain,word,"M., n"
𐌰𐌻𐍆𐍃,alfs,"demon, elf",https://koeblergerhard.de/wikiling/?f=got&page=13,alɸs,0,uncertain,word,"M., n"
𐌰𐌻𐌳𐌰,alda,old,https://koeblergerhard.de/wikiling/?f=got&page=14,alda,0,certain,word,"Adj., a"
𐌰𐌻𐌳𐍉𐌼𐍉,aldōmō,old_age,https://koeblergerhard.de/wikiling/?f=got&page=14,aldomo,1,certain,form,"N., n"
𐌰𐌻𐌳𐍂,aldr,age,https://koeblergerhard.de/wikiling/?f=got&page=14,aldr,0,certain,word,"N., n"
𐌰𐌻𐌳𐍃,alds,"generation, age, life_span, lifetime",https://koeblergerhard.de/wikiling/?f=got&page=14,alds,13,certain,form,"F., n"
𐌰𐌻𐌳𐌿𐌼𐌰,alduma,"aged, elderly",https://koeblergerhard.de/wikiling/?f=got&page=14,alduma,0,certain,word,"Adj., Adj., aa"
𐌰𐌻e𐌹𐌽𐌰,aleina,"cubit, ell",https://koeblergerhard.de/wikiling/?f=got&page=14,alina,1,certain,form,"F., n"
𐌰𐌻𐌴𐍅,alēw,olive_oil,https://koeblergerhard.de/wikiling/?f=got&page=14,alew,3,certain,form,"N., n"
𐌰𐌻𐌴𐍅𐌰𐌱𐌰𐌲𐌼𐍃,alēwabagms,olive_tree,https://koeblergerhard.de/wikiling/?f=got&page=14,alewaβaɣm̥s,6,certain,not_reconstructed,"M., n"
𐌰𐌻𐌴𐍅𐌾𐌰,alēwja,"of_olives, pertaining_to_olives",https://koeblergerhard.de/wikiling/?f=got&page=14,alewja,2,certain,form,"Adj., a"
𐌰𐌻𐌷,alh,god,https://koeblergerhard.de/wikiling/?f=got&page=14,alh,0,certain,word,"M., n"
𐌰𐌻𐌷𐍃,alhs,temple,https://koeblergerhard.de/wikiling/?f=got&page=14,alhs,32,certain,not_reconstructed,"F., Sb., nn"
𐌰𐌻𐌹,ali,"another, other",https://koeblergerhard.de/wikiling/?f=got&page=14,alɪ,0,certain,word,"Adj., a"
𐌰𐌻𐌹𐍃𐌹,alisi,alder,https://koeblergerhard.de/wikiling/?f=got&page=14,alɪsɪ,0,uncertain,word,"F., n"
𐌰𐌻𐌹𐍃𐌽𐌰,alisna,"awl, pricker",https://koeblergerhard.de/wikiling/?f=got&page=14,alɪsna,0,uncertain,word,"F., n"
𐌰𐌻𐌹𐍃𐍉,alisō,alder,https://koeblergerhard.de/wikiling/?f=got&page=14,alɪso,0,uncertain,word,"F., n"
𐌰𐌻𐌹𐌸𐍃,aliþs,fattened,https://koeblergerhard.de/wikiling/?f=got&page=14,alɪθs,0,certain,form,"V., Adj., va"
𐌰𐌻𐌹𐌶𐌰,aliza,alder,https://koeblergerhard.de/wikiling/?f=got&page=15,alɪza,0,certain,word,"F., n"
𐌰𐌻𐌹𐍃𐌰,alisa,alder,https://koeblergerhard.de/wikiling/?f=got&page=15,alɪsa,0,certain,word,"F., n"
𐌰𐌻𐌾𐌰,alja,"but, else_than, except, other_than, save, unless",https://koeblergerhard.de/wikiling/?f=got&page=15,alja,19,certain,not_reconstructed,"Konj., Präp., rr"
𐌰𐌻𐌾𐌰𐌺𐌿𐌽𐍃,aljakuns,"foreign, of_different_kin, of_foreign_origin, strange, contrary_to_nature",https://koeblergerhard.de/wikiling/?f=got&page=15,aljakuns,3,certain,not_reconstructed,"Adj., a"
𐌰𐌻𐌾𐌰𐌻e𐌹𐌺𐍉,aljaleikō,"otherwise, differently, unorthodoxly",https://koeblergerhard.de/wikiling/?f=got&page=15,aljaliko,4,certain,not_reconstructed,"Adv., r"
𐌰𐌻𐌾𐌰𐌻e𐌹𐌺𐍉𐌸𐍃,aljaleikōþs,"allegorical, allegorically_portrayed, analogically_configured, with_a_different_>>>",https://koeblergerhard.de/wikiling/?f=got&page=15,aljalikoθs,1,certain,form,"V., Adj., va"
𐌰𐌻𐌾𐌰𐌻e𐌹𐌺𐍃,aljaleiks,"another, other",https://koeblergerhard.de/wikiling/?f=got&page=15,aljaliks,0,uncertain,word,"Adj., a"
𐌰𐌻𐌾𐌰𐌽,aljan,"cause_to_wax_fat, fatten",https://koeblergerhard.de/wikiling/?f=got&page=15,alj,2,certain,not_reconstructed,"N., n"
𐌰𐌻𐌾𐌰𐌽,aljan,"avidity, eagerness, zeal",https://koeblergerhard.de/wikiling/?f=got&page=15,aljan,2,certain,not_reconstructed,"N., n"
𐌰𐌻𐌾𐌰𐌽𐍉𐌽,aljanōn,"strive_for, manifest_zeal_for",https://koeblergerhard.de/wikiling/?f=got&page=15,aljanon,5,certain,not_reconstructed,"V., v"
𐌰𐌻𐌾𐌰𐍂,aljar,"absent, away_from_here, elsewhere, somewhere_else",https://koeblergerhard.de/wikiling/?f=got&page=15,aljar,2,certain,not_reconstructed,"Adv., r"
𐌰𐌻𐌾𐌰𐌸,aljaþ,"to_somewhere_else, elsewhither, elsewhere, to_another_place",https://koeblergerhard.de/wikiling/?f=got&page=15,aljaθ,1,certain,not_reconstructed,"Adv., r"
𐌰𐌻𐌾𐌰𐌸𐍂𐍉,aljaþrō,"elsewhence, elsewhere, from_elsewhere, somewhere_else, somewhere, by_another_way",https://koeblergerhard.de/wikiling/?f=got&page=15,aljaθro,4,certain,not_reconstructed,"Adv., r"
𐌰𐌻𐌾𐌹𐍃,aljis,"another, other",https://koeblergerhard.de/wikiling/?f=got&page=15,aljɪs,5,certain,form,"Adj., a"
𐌰𐌻𐌹𐍃,alis,"another, other",https://koeblergerhard.de/wikiling/?f=got&page=15,alɪs,0,certain,form,"Adj., a"
